plot,run,model,source,task_order,Task Order,condition,condition_key,mean_balance_r10,path
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_027_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,74.78,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_028_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Positive +5 Informed,noisy_positive_5_informed,74.86,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_029_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_targeted_positive_5_030_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5,noisy_positive_5,74.14,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_targeted_positive_5_031_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_targeted_positive_5_032_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_targeted_positive_5_033_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5,noisy_positive_5,74.37,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_targeted_positive_5_034_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_targeted_positive_5_035_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_targeted_positive_5_036_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_targeted_positive_5_037_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5,noisy_positive_5,74.39999999999999,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_targeted_positive_5_038_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5,noisy_positive_5,73.53,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_targeted_positive_5_039_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5,noisy_positive_5,71.82,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_targeted_positive_5_040_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5,noisy_positive_5,73.71,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_targeted_positive_5_041_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_targeted_positive_5_042_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_targeted_positive_5_043_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_targeted_positive_5_044_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_045_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,74.07,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_046_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,74.82,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_047_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_048_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_050_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,74.72999999999999,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_051_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,74.13,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_052_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,73.44,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_053_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,74.38,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_054_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_055_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,74.31,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_056_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,72.71000000000001,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_057_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,73.30000000000001,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_058_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Positive +5 Informed,noisy_positive_5_informed,73.53999999999999,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_positive_5/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_targeted_positive_5_059_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5,noisy_negative_5,52.45,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_000_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5,noisy_negative_5,38.22,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_001_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5,noisy_negative_5,45.660000000000004,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_002_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5,noisy_negative_5,38.36,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_003_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5,noisy_negative_5,45.06,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_004_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5,noisy_negative_5,34.870000000000005,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_005_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5,noisy_negative_5,34.879999999999995,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_006_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5,noisy_negative_5,47.68,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_007_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5,noisy_negative_5,41.21,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_008_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5,noisy_negative_5,41.05,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_009_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5,noisy_negative_5,38.87,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_010_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5,noisy_negative_5,50.28,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_011_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5,noisy_negative_5,34.39,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_012_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5,noisy_negative_5,36.86,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_013_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5,noisy_negative_5,48.26,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_014_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5 Informed,noisy_negative_5_informed,37.36,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_015_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5 Informed,noisy_negative_5_informed,42.69,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_016_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5 Informed,noisy_negative_5_informed,48.23,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_017_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5 Informed,noisy_negative_5_informed,43.120000000000005,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_018_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5 Informed,noisy_negative_5_informed,39.870000000000005,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_019_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5 Informed,noisy_negative_5_informed,41.7,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_020_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5 Informed,noisy_negative_5_informed,34.17,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_021_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5 Informed,noisy_negative_5_informed,38.75,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_022_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5 Informed,noisy_negative_5_informed,42.25,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_023_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5 Informed,noisy_negative_5_informed,43.45,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_024_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5 Informed,noisy_negative_5_informed,42.11,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_025_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5 Informed,noisy_negative_5_informed,36.85000000000001,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_026_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5 Informed,noisy_negative_5_informed,44.44,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_027_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5 Informed,noisy_negative_5_informed,46.22,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_028_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,game_myth,Game -> Myth,Negative -5 Informed,noisy_negative_5_informed,34.830000000000005,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/game_myth/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_029_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5,noisy_negative_5,39.120000000000005,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_030_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5,noisy_negative_5,40.959999999999994,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_031_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5,noisy_negative_5,37.0,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_032_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5,noisy_negative_5,43.730000000000004,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_033_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5,noisy_negative_5,42.11,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_034_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5,noisy_negative_5,43.510000000000005,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_035_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5,noisy_negative_5,46.24,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_036_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5,noisy_negative_5,38.17,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_037_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5,noisy_negative_5,38.650000000000006,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_038_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5,noisy_negative_5,35.15,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_039_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5,noisy_negative_5,42.28,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_040_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5,noisy_negative_5,41.86,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_041_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5,noisy_negative_5,44.36,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_042_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5,noisy_negative_5,32.97,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_043_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5,noisy_negative_5,51.44,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_targeted_negative_5_044_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5 Informed,noisy_negative_5_informed,41.39,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_045_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5 Informed,noisy_negative_5_informed,40.47,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_046_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5 Informed,noisy_negative_5_informed,40.85,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_047_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5 Informed,noisy_negative_5_informed,45.010000000000005,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_048_neutral_reciprocity_oath.json
control_sources,control_sources,gpt-5-nano,Targeted,myth_game,Myth -> Game,Negative -5 Informed,noisy_negative_5_informed,39.55,data/json/noise_experiments/v4_direct_provider_controls/gpt5nano_partner_myth_targeted_negative_5/gpt-5-nano/myth_game/noisy_negative_5_informed/gpt5nano_partner_myth_targeted_negative_5_049_neutral_reciprocity_oath.json
