model,task_order,noise_condition,experiment,myth_topic,game_params_name,round,agent,n_tokens,n_types,ttr,entropy_bits,mean_sentence_length,n_sentences
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,9,Agent_8,214,140,0.6542056074766355,6.858136058938516,13.3125,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,9,Agent_3,223,153,0.6860986547085202,6.982946411158392,11.1,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,9,Agent_1,227,127,0.5594713656387665,6.737246066874495,9.416666666666666,24
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,9,Agent_6,234,153,0.6538461538461539,6.9967765126393235,12.263157894736842,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_4,217,133,0.6129032258064516,6.748930094915016,10.285714285714286,21
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_5,222,154,0.6936936936936937,7.02126757187359,10.045454545454545,22
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_7,224,146,0.6517857142857143,6.937969545175684,11.15,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_2,219,142,0.6484018264840182,6.856127553883738,13.625,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_3,221,147,0.665158371040724,6.933106788257551,10.0,22
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_1,223,128,0.5739910313901345,6.706610496616764,11.68421052631579,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_6,226,143,0.6327433628318584,6.768691451746505,11.842105263157896,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_8,217,140,0.6451612903225806,6.905386688761711,12.705882352941176,17
