model,task_order,noise_condition,experiment,myth_topic,game_params_name,round,agent,n_tokens,n_types,ttr,entropy_bits,mean_sentence_length,n_sentences
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,8,Agent_2,216,141,0.6527777777777778,6.6996889556055494,7.962962962962963,27
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,8,Agent_1,213,126,0.5915492957746479,6.493771329314374,11.777777777777779,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,9,Agent_1,219,148,0.6757990867579908,6.825232251311025,10.380952380952381,21
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,9,Agent_2,229,149,0.6506550218340611,6.772405672909863,10.857142857142858,21
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_2,214,120,0.5607476635514018,6.3717731427653534,8.875,24
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_1,222,141,0.6351351351351351,6.717441005087157,7.892857142857143,28
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,1,Agent_1,202,130,0.6435643564356436,6.7466810551802,11.882352941176471,17
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,1,Agent_2,199,120,0.6030150753768844,6.365478551233259,13.266666666666667,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,2,Agent_2,208,133,0.6394230769230769,6.649365018724733,9.857142857142858,21
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,2,Agent_1,197,118,0.5989847715736041,6.3380469187563975,15.076923076923077,13
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_1,197,121,0.6142131979695431,6.5472495713282495,13.066666666666666,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_2,205,115,0.5609756097560976,6.402262782631641,10.2,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_2,209,130,0.6220095693779905,6.676832291253051,10.4,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_1,214,113,0.5280373831775701,6.2924770720845435,9.681818181818182,22
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_1,217,123,0.5668202764976958,6.466408735365359,10.285714285714286,21
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_2,215,124,0.5767441860465117,6.470561866688894,11.88888888888889,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,6,Agent_2,208,119,0.5721153846153846,6.40263600577259,10.35,20
