metric,contrast_type,replicate_id,difference
myth_punishment_density,availability_control,84,0.07449812462205758
myth_punishment_density,availability_control,85,0.12978330533043586
myth_punishment_density,availability_control,86,0.13528271593444693
myth_punishment_density,availability_control,87,0.06250596690692765
myth_punishment_density,availability_control,88,0.04377556605746402
myth_punishment_density,availability_control,89,0.2338245762423481
myth_punishment_density,availability_main,80,0.1431905122542495
myth_punishment_density,availability_main,81,0.18102503665385483
myth_punishment_density,availability_main,82,0.17683928463080778
myth_punishment_density,availability_main,83,0.1702118034649778
myth_punishment_density,availability_main,84,0.14411424521363198
myth_punishment_density,availability_main,85,0.1632247806610508
myth_punishment_density,availability_main,86,0.1496683573461531
myth_punishment_density,availability_main,87,0.1330234852025388
myth_punishment_density,availability_main,88,0.12056134395713101
myth_punishment_density,availability_main,89,0.2036271654724689
myth_punishment_density,interaction,80,0.13833408629048685
myth_punishment_density,interaction,81,-0.08324961279381751
myth_punishment_density,interaction,82,0.008570911954824872
myth_punishment_density,interaction,83,0.06844305872020201
myth_punishment_density,interaction,84,0.1392322411831488
myth_punishment_density,interaction,85,0.0668829506612299
myth_punishment_density,interaction,86,0.028771282823412347
myth_punishment_density,interaction,87,0.1410350365912223
myth_punishment_density,interaction,88,0.153571555799334
myth_punishment_density,interaction,89,-0.060394821539758364
myth_punishment_density,defector_effect_off,80,0.0
myth_punishment_density,defector_effect_off,81,0.0
myth_punishment_density,defector_effect_off,82,0.0
myth_punishment_density,defector_effect_off,83,0.0
myth_punishment_density,defector_effect_off,84,0.008169934640522876
myth_punishment_density,defector_effect_off,85,0.0
myth_punishment_density,defector_effect_off,86,0.0
myth_punishment_density,defector_effect_off,87,0.001897049310842414
myth_punishment_density,defector_effect_off,88,-0.006157635467980296
myth_punishment_density,defector_effect_off,89,0.016542699046024005
myth_punishment_density,defector_effect_on,80,0.13833408629048685
myth_punishment_density,defector_effect_on,81,-0.08324961279381751
myth_punishment_density,defector_effect_on,82,0.008570911954824872
myth_punishment_density,defector_effect_on,83,0.06844305872020201
myth_punishment_density,defector_effect_on,84,0.14740217582367166
myth_punishment_density,defector_effect_on,85,0.0668829506612299
myth_punishment_density,defector_effect_on,86,0.028771282823412347
myth_punishment_density,defector_effect_on,87,0.1429320859020647
myth_punishment_density,defector_effect_on,88,0.1474139203313537
myth_punishment_density,defector_effect_on,89,-0.04385212249373435
myth_punishment_presence,availability_defectors25,80,0.4
myth_punishment_presence,availability_defectors25,81,0.25
myth_punishment_presence,availability_defectors25,82,0.3
myth_punishment_presence,availability_defectors25,83,0.36666666666666664
myth_punishment_presence,availability_defectors25,84,0.31666666666666665
myth_punishment_presence,availability_defectors25,85,0.36666666666666664
myth_punishment_presence,availability_defectors25,86,0.31666666666666665
myth_punishment_presence,availability_defectors25,87,0.3666666666666667
myth_punishment_presence,availability_defectors25,88,0.38333333333333336
myth_punishment_presence,availability_defectors25,89,0.31666666666666665
myth_punishment_presence,availability_control,80,0.1375
myth_punishment_presence,availability_control,81,0.4
myth_punishment_presence,availability_control,82,0.325
myth_punishment_presence,availability_control,83,0.25
myth_punishment_presence,availability_control,84,0.1375
myth_punishment_presence,availability_control,85,0.2375
myth_punishment_presence,availability_control,86,0.2625
myth_punishment_presence,availability_control,87,0.1125
myth_punishment_presence,availability_control,88,0.075
myth_punishment_presence,availability_control,89,0.4375
myth_punishment_presence,availability_main,80,0.26875000000000004
myth_punishment_presence,availability_main,81,0.325
myth_punishment_presence,availability_main,82,0.3125
myth_punishment_presence,availability_main,83,0.30833333333333335
myth_punishment_presence,availability_main,84,0.22708333333333333
myth_punishment_presence,availability_main,85,0.3020833333333333
myth_punishment_presence,availability_main,86,0.2895833333333333
